sample_id,augmented_sample_id,source_sample_id,user_id,label,role,outer_fold_id,inner_fold_id,num_points,num_strokes,bbox_width,bbox_height,bbox_area,bbox_aspect,centroid_x,centroid_y,std_x,std_y,start_x,start_y,end_x,end_y,delta_x,delta_y,path_length,straight_line_distance,straightness,stroke_transition_count,longest_stroke_ratio,single_point_strokes,dwell_step_ratio,step_mean,step_std,step_min,step_max,step_median,step_q25,step_q75,same_stroke_step_mean,same_stroke_step_std,same_stroke_step_min,same_stroke_step_max,same_stroke_step_median,same_stroke_step_q25,same_stroke_step_q75,acceleration_mean,acceleration_std,acceleration_min,acceleration_max,acceleration_median,acceleration_q25,acceleration_q75,curvature_mean,curvature_std,curvature_min,curvature_max,curvature_median,curvature_q25,curvature_q75,stroke_duration_points_mean,stroke_duration_points_std,stroke_duration_points_min,stroke_duration_points_max,stroke_duration_points_median,stroke_duration_points_q25,stroke_duration_points_q75,feature8d_0_mean,feature8d_0_std,feature8d_0_min,feature8d_0_max,feature8d_0_median,feature8d_0_q25,feature8d_0_q75,feature8d_1_mean,feature8d_1_std,feature8d_1_min,feature8d_1_max,feature8d_1_median,feature8d_1_q25,feature8d_1_q75,feature8d_2_mean,feature8d_2_std,feature8d_2_min,feature8d_2_max,feature8d_2_median,feature8d_2_q25,feature8d_2_q75,feature8d_3_mean,feature8d_3_std,feature8d_3_min,feature8d_3_max,feature8d_3_median,feature8d_3_q25,feature8d_3_q75,feature8d_4_mean,feature8d_4_std,feature8d_4_min,feature8d_4_max,feature8d_4_median,feature8d_4_q25,feature8d_4_q75,feature8d_5_mean,feature8d_5_std,feature8d_5_min,feature8d_5_max,feature8d_5_median,feature8d_5_q25,feature8d_5_q75,feature8d_6_mean,feature8d_6_std,feature8d_6_min,feature8d_6_max,feature8d_6_median,feature8d_6_q25,feature8d_6_q75,feature8d_7_mean,feature8d_7_std,feature8d_7_min,feature8d_7_max,feature8d_7_median,feature8d_7_q25,feature8d_7_q75
20260704_230438_1by20a__outer00__inner00__aug03,20260704_230438_1by20a__outer00__inner00__aug03,20260704_230438_1by20a,user1,অ,train,0,0,175.0,4.0,1.073308,1.033265,1.109012,1.038754,0.032968,-0.244009,0.297899,0.271374,0.004642,0.456292,0.269349,-0.407486,0.264707,-0.863778,7.007747,0.903428,0.128918,3.0,0.622857,1.0,0.011696,0.040274,0.08922,0.001621,0.876406,0.026326,0.016424,0.041387,0.030829,0.0212,0.001621,0.131608,0.025547,0.016183,0.040929,-0.005019,0.107722,-0.861552,0.746224,0.000589,-0.016114,0.013934,0.965836,0.861815,0.025418,3.129276,0.672245,0.2849,1.414776,43.75,44.302229,1.0,109.0,32.5,4.0,72.25,-0.002174,0.021414,-0.096194,0.052263,-0.001089,-0.01633,0.011689,-0.001967,0.030013,-0.126186,0.076014,0.001835,-0.01475,0.016026,0.024422,0.751926,-0.999989,0.999657,0.12978,-0.799685,0.778199,-0.018046,0.658548,-0.999976,1.0,-0.111533,-0.599989,0.652994,0.038569,0.597847,-0.999992,0.999998,0.052711,-0.404281,0.464511,0.491642,0.631964,-0.999925,1.0,0.802852,0.187357,0.966573,0.977143,0.149448,0.0,1.0,1.0,1.0,1.0,0.022857,0.149448,0.0,1.0,0.0,0.0,0.0
20260704_230508_zz8agk__outer00__inner00__aug01,20260704_230508_zz8agk__outer00__inner00__aug01,20260704_230508_zz8agk,user1,অ,train,0,0,188.0,6.0,1.008367,0.926559,0.934312,1.088292,0.117414,-0.124067,0.29937,0.279686,0.102631,-0.21692,-0.419427,-0.147489,-0.522058,0.069431,6.086582,0.526655,0.086527,5.0,0.441489,1.0,0.016484,0.032549,0.047034,0.001363,0.577798,0.025199,0.011121,0.040455,0.028623,0.023505,0.001363,0.137074,0.02431,0.010879,0.03897,0.000373,0.057527,-0.546018,0.481275,0.000686,-0.00956,0.00838,0.709804,0.747782,0.00074,3.01454,0.433256,0.19386,0.902369,31.333333,30.302182,1.0,83.0,17.5,9.25,51.25,-0.004562,0.018977,-0.087585,0.033293,-0.000704,-0.011256,0.00734,-0.001836,0.030719,-0.136905,0.104733,0.000803,-0.011388,0.013738,0.055576,0.769065,-0.999934,0.999618,0.071601,-0.867205,0.869565,-0.019301,0.636457,-0.999905,1.0,-0.030484,-0.471805,0.491035,0.090903,0.512414,-0.986328,0.999986,0.0435,-0.26549,0.42729,0.658643,0.543469,-0.991939,1.0,0.9195,0.627178,0.986313,0.968085,0.175774,0.0,1.0,1.0,1.0,1.0,0.031915,0.175774,0.0,1.0,0.0,0.0,0.0
20260704_230508_zz8agk__outer00__inner00__aug02,20260704_230508_zz8agk__outer00__inner00__aug02,20260704_230508_zz8agk,user1,অ,train,0,0,194.0,6.0,0.933633,0.821034,0.766544,1.137143,0.089871,-0.125154,0.275194,0.250037,0.081291,-0.197485,-0.396551,-0.132988,-0.477842,0.064497,6.213191,0.482175,0.077605,5.0,0.427835,1.0,0.0,0.032193,0.041414,0.002166,0.51913,0.022513,0.014314,0.040837,0.029057,0.021355,0.002166,0.115133,0.022206,0.014303,0.040195,0.000323,0.053814,-0.501434,0.448937,-0.000298,-0.011696,0.011812,1.068157,0.895537,0.001604,3.123359,0.815162,0.337742,1.611876,32.333333,30.559596,1.0,83.0,18.5,10.0,54.0,-0.004049,0.020284,-0.098037,0.041748,0.0,-0.012873,0.008139,-0.001479,0.028812,-0.115038,0.102617,3.5e-05,-0.011225,0.013645,0.034838,0.727674,-0.999954,0.999938,0.001036,-0.669342,0.744652,-0.021719,0.684694,-0.999965,1.0,0.017816,-0.697235,0.656728,0.031019,0.609399,-0.999543,0.999644,0.0,-0.49637,0.514495,0.410283,0.677745,-0.999834,1.0,0.739258,0.030799,0.972659,0.969072,0.173122,0.0,1.0,1.0,1.0,1.0,0.030928,0.173122,0.0,1.0,0.0,0.0,0.0
20260704_230508_zz8agk__outer00__inner00__aug03,20260704_230508_zz8agk__outer00__inner00__aug03,20260704_230508_zz8agk,user1,অ,train,0,0,159.0,6.0,0.947167,0.898461,0.850993,1.05421,0.089017,-0.062269,0.27692,0.271024,0.083264,-0.152225,-0.409504,-0.108496,-0.492768,0.043729,5.725866,0.494704,0.086398,5.0,0.427673,1.0,0.019608,0.03624,0.050416,0.000869,0.559423,0.026551,0.012376,0.044254,0.031646,0.026914,0.000869,0.15506,0.025825,0.012329,0.039695,0.00045,0.060853,-0.529216,0.450279,0.000672,-0.009813,0.011459,0.747111,0.86812,0.000284,3.115689,0.358545,0.15162,0.971379,26.5,24.904819,1.0,68.0,15.0,8.75,43.75,-0.004857,0.021041,-0.087164,0.03313,0.0,-0.011843,0.009181,-0.002473,0.034472,-0.152751,0.101954,0.001277,-0.016703,0.013909,0.060509,0.752538,-0.999972,1.0,0.183458,-0.779999,0.828094,0.012392,0.655645,-0.9996,1.0,0.007437,-0.537359,0.59016,0.077468,0.468334,-0.99992,0.994447,0.062558,-0.150056,0.39003,0.624908,0.619799,-0.999661,1.0,0.946009,0.602081,0.994118,0.962264,0.190557,0.0,1.0,1.0,1.0,1.0,0.037736,0.190557,0.0,1.0,0.0,0.0,0.0
20260704_230530_8783vw__outer00__inner00__aug01,20260704_230530_8783vw__outer00__inner00__aug01,20260704_230530_8783vw,user1,অ,train,0,0,194.0,3.0,1.028862,0.806875,0.830163,1.275119,0.151397,-0.068164,0.302031,0.252563,-0.435427,-0.070968,0.201429,0.097041,0.636856,0.168009,5.375389,0.658645,0.12253,2.0,0.680412,1.0,0.010471,0.027852,0.034514,0.001706,0.44277,0.023266,0.015376,0.03201,0.024985,0.014211,0.001706,0.080116,0.022896,0.015199,0.031989,0.002179,0.034101,-0.135972,0.379704,0.002051,-0.010493,0.010955,1.188732,0.92759,0.016226,3.123485,0.936534,0.364736,1.945004,64.666667,53.543337,1.0,132.0,61.0,31.0,96.5,0.004468,0.016213,-0.05983,0.062125,0.003014,-0.007044,0.014082,-0.000329,0.023032,-0.079078,0.048497,0.002084,-0.012444,0.017301,0.070855,0.744902,-0.999996,0.999976,0.203881,-0.708274,0.82273,0.160183,0.643772,-0.99997,1.0,0.205234,-0.29731,0.780398,0.036439,0.637016,-1.0,0.999905,0.052031,-0.578042,0.587404,0.304019,0.707429,-0.999837,1.0,0.599552,-0.360995,0.943107,0.984536,0.123389,0.0,1.0,1.0,1.0,1.0,0.015464,0.123389,0.0,1.0,0.0,0.0,0.0
20260704_230530_8783vw__outer00__inner00__aug02,20260704_230530_8783vw__outer00__inner00__aug02,20260704_230530_8783vw,user1,অ,train,0,0,167.0,3.0,0.978064,0.758268,0.741635,1.289866,0.077655,-0.116733,0.289486,0.235943,-0.499371,-0.095443,0.124511,0.054827,0.623882,0.15027,4.431041,0.641724,0.144825,2.0,0.676647,1.0,0.012195,0.026693,0.037834,0.001445,0.432219,0.019817,0.011835,0.031194,0.023251,0.016733,0.001445,0.110913,0.019585,0.011801,0.030304,0.002398,0.038332,-0.181608,0.370903,-0.000681,-0.009407,0.009964,0.786432,0.783668,0.004566,3.046352,0.475258,0.197799,0.995747,55.666667,45.762673,1.0,113.0,53.0,27.0,83.0,0.005145,0.016424,-0.059131,0.068253,0.003024,-0.004387,0.013125,-0.000297,0.022573,-0.070409,0.093313,0.00272,-0.009799,0.012589,0.104858,0.737355,-0.99994,0.9999,0.263573,-0.665496,0.807997,0.218536,0.630519,-0.999559,1.0,0.379037,-0.247833,0.775095,0.002383,0.545633,-0.999981,0.999682,-0.024019,-0.373047,0.458529,0.596923,0.588184,-0.99547,1.0,0.900478,0.554027,0.983075,0.982036,0.132821,0.0,1.0,1.0,1.0,1.0,0.017964,0.132821,0.0,1.0,0.0,0.0,0.0
20260704_230530_8783vw__outer00__inner00__aug03,20260704_230530_8783vw__outer00__inner00__aug03,20260704_230530_8783vw,user1,অ,train,0,0,152.0,3.0,1.018585,0.798567,0.813408,1.275516,0.139877,-0.010356,0.30466,0.243777,-0.456664,-0.039357,0.186442,0.147435,0.643106,0.186792,4.525022,0.669684,0.147996,2.0,0.690789,1.0,0.0,0.029967,0.039868,0.002036,0.431256,0.022451,0.013381,0.033895,0.02633,0.019598,0.002036,0.10179,0.02166,0.013051,0.033835,0.002489,0.03846,-0.106764,0.362439,-0.001008,-0.010167,0.010058,0.768658,0.841274,0.003437,2.834985,0.399005,0.133862,1.136389,50.666667,42.585861,1.0,105.0,46.0,23.5,75.5,0.005871,0.017607,-0.062515,0.090883,0.004722,-0.00322,0.013955,-2.3e-05,0.026676,-0.101767,0.049592,0.004739,-0.006907,0.016792,0.17082,0.743677,-1.0,0.99996,0.372965,-0.596329,0.866269,0.222241,0.606938,-0.999749,1.0,0.329147,-0.174252,0.724397,-0.008344,0.515097,-0.991627,0.997366,-0.001748,-0.359211,0.380325,0.580575,0.630506,-0.953378,1.0,0.92557,0.439677,0.991785,0.980263,0.139095,0.0,1.0,1.0,1.0,1.0,0.019737,0.139095,0.0,1.0,0.0,0.0,0.0
20260704_230601_9fuwl5__outer00__inner00__aug01,20260704_230601_9fuwl5__outer00__inner00__aug01,20260704_230601_9fuwl5,user1,অ,train,0,0,191.0,2.0,1.003391,0.869937,0.872887,1.153407,0.1173,-0.163366,0.289626,0.266136,-0.44314,-0.332572,0.278135,-0.355301,0.721275,-0.022729,5.038717,0.721633,0.143218,1.0,0.591623,0.0,0.005291,0.02652,0.025136,0.001773,0.268735,0.020863,0.012021,0.033999,0.025238,0.017975,0.001773,0.096425,0.020849,0.012018,0.033744,0.000354,0.029986,-0.239403,0.198585,-0.000945,-0.010018,0.00849,1.137652,0.926812,0.003584,3.095419,0.860007,0.348991,2.043179,95.5,17.5,78.0,113.0,95.5,86.75,104.25,0.002808,0.016392,-0.052735,0.089354,0.002206,-0.006932,0.010805,-0.00114,0.025925,-0.077403,0.079257,0.000615,-0.015088,0.013379,0.001497,0.773695,-0.99992,0.999108,0.029346,-0.877325,0.840355,0.143034,0.617199,-0.996421,1.0,0.141686,-0.354656,0.736764,-0.039409,0.607887,-0.999934,0.999978,-0.05904,-0.564393,0.477189,0.344447,0.714337,-0.998934,1.0,0.686376,-0.378995,0.953099,0.989529,0.101792,0.0,1.0,1.0,1.0,1.0,0.010471,0.101792,0.0,1.0,0.0,0.0,0.0
20260704_230601_9fuwl5__outer00__inner00__aug02,20260704_230601_9fuwl5__outer00__inner00__aug02,20260704_230601_9fuwl5,user1,অ,train,0,0,137.0,2.0,0.907883,0.794914,0.721689,1.142115,0.091064,-0.072859,0.267301,0.240967,-0.407931,-0.229104,0.253681,-0.212575,0.661612,0.016529,4.496255,0.661818,0.147193,1.0,0.59854,0.0,0.0,0.033061,0.029865,0.005008,0.239803,0.023206,0.013885,0.04206,0.031529,0.024074,0.005008,0.117594,0.023191,0.013851,0.040641,0.000463,0.036049,-0.218571,0.177535,-0.000596,-0.010795,0.011795,0.98249,0.919577,0.010784,3.101189,0.621445,0.235366,1.439901,68.5,13.5,55.0,82.0,68.5,61.75,75.25,0.003578,0.019147,-0.061281,0.068847,0.003374,-0.008731,0.013,-0.001103,0.034206,-0.109351,0.100365,0.002432,-0.017773,0.017188,0.02223,0.795069,-0.999869,0.999703,0.142242,-0.878412,0.853484,0.094349,0.598723,-0.996148,1.0,0.164297,-0.392287,0.55869,0.014792,0.567931,-0.999754,0.99928,0.0,-0.403821,0.403488,0.47939,0.668895,-0.999184,1.0,0.822094,0.224714,0.97794,0.985401,0.119939,0.0,1.0,1.0,1.0,1.0,0.014599,0.119939,0.0,1.0,0.0,0.0,0.0
20260704_230601_9fuwl5__outer00__inner00__aug03,20260704_230601_9fuwl5__outer00__inner00__aug03,20260704_230601_9fuwl5,user1,অ,train,0,0,204.0,2.0,1.004941,0.864434,0.868705,1.162542,0.157085,-0.106247,0.288837,0.271305,-0.387643,-0.254316,0.311618,-0.282411,0.699261,-0.028095,4.868387,0.699825,0.143749,1.0,0.602941,0.0,0.014851,0.023982,0.02446,0.001297,0.260623,0.017556,0.010091,0.031578,0.022811,0.017962,0.001297,0.10118,0.017522,0.010091,0.031383,0.000336,0.029637,-0.242988,0.227664,0.000509,-0.009791,0.00696,1.067125,0.911219,0.001464,3.084672,0.769861,0.282097,1.818522,102.0,21.0,81.0,123.0,102.0,91.5,112.5,0.002504,0.013879,-0.041869,0.042341,0.000594,-0.006526,0.011634,-0.001021,0.025195,-0.082623,0.093902,0.00154,-0.012515,0.010607,0.00457,0.774267,-0.999862,1.0,0.208525,-0.860433,0.752902,0.078447,0.627962,-0.999722,1.0,0.060345,-0.371691,0.658857,-0.021741,0.60055,-0.999868,0.999779,-0.038971,-0.502576,0.449738,0.392018,0.696555,-0.998376,1.0,0.732285,-0.198492,0.965071,0.990196,0.098528,0.0,1.0,1.0,1.0,1.0,0.009804,0.098528,0.0,1.0,0.0,0.0,0.0
20260704_230631_iep9zz__outer00__inner00__aug01,20260704_230631_iep9zz__outer00__inner00__aug01,20260704_230631_iep9zz,user1,অ,train,0,0,161.0,2.0,1.003331,0.766132,0.768684,1.309606,0.101924,-0.060239,0.268495,0.239344,0.038632,-0.204794,-0.042933,0.399746,-0.081565,0.60454,4.637521,0.610018,0.13154,1.0,0.993789,1.0,0.018868,0.028985,0.027327,0.001697,0.298109,0.023298,0.013412,0.037715,0.027292,0.01712,0.001697,0.07228,0.023241,0.013338,0.036998,0.001826,0.026316,-0.045133,0.238113,-0.000846,-0.010787,0.010533,0.798564,0.719861,0.003093,3.024152,0.602696,0.324332,1.009519,80.5,79.5,1.0,160.0,80.5,40.75,120.25,0.001178,0.021883,-0.050137,0.060483,0.0,-0.01133,0.014399,0.002987,0.023149,-0.066419,0.059875,0.004126,-0.007316,0.016257,0.20075,0.689846,-0.999997,0.999998,0.31609,-0.404646,0.907785,0.051673,0.693643,-0.999994,1.0,0.018005,-0.586616,0.758827,0.024881,0.578161,-0.999997,0.990903,0.080035,-0.474913,0.498742,0.613989,0.536776,-0.993107,1.0,0.829702,0.571563,0.949543,0.987578,0.110761,0.0,1.0,1.0,1.0,1.0,0.012422,0.110761,0.0,1.0,0.0,0.0,0.0
20260704_230631_iep9zz__outer00__inner00__aug02,20260704_230631_iep9zz__outer00__inner00__aug02,20260704_230631_iep9zz,user1,অ,train,0,0,140.0,2.0,0.93044,0.785375,0.730744,1.184708,0.089618,-0.025308,0.254311,0.248538,0.041717,-0.181222,-0.125871,0.39916,-0.167588,0.580382,4.744861,0.604094,0.127315,1.0,0.992857,1.0,0.0,0.034136,0.030848,0.002098,0.298867,0.029377,0.018587,0.042654,0.032217,0.021141,0.002098,0.149736,0.029286,0.018546,0.041808,0.002025,0.029945,-0.064752,0.246877,0.002646,-0.014542,0.012144,0.892139,0.781616,0.012828,3.110939,0.700856,0.249637,1.279443,70.0,69.0,1.0,139.0,70.0,35.5,104.5,0.000853,0.026453,-0.063528,0.13681,-0.001421,-0.015362,0.012561,0.003552,0.027397,-0.090505,0.071256,0.004517,-0.009631,0.02092,0.155719,0.69489,-0.999731,0.999972,0.258526,-0.515829,0.820998,0.025639,0.701585,-0.998315,1.0,-0.058412,-0.594905,0.724697,0.033223,0.612595,-0.999788,0.99999,0.007469,-0.473923,0.647908,0.5314,0.584154,-0.999531,1.0,0.795754,0.289156,0.973548,0.985714,0.118666,0.0,1.0,1.0,1.0,1.0,0.014286,0.118666,0.0,1.0,0.0,0.0,0.0
20260704_230631_iep9zz__outer00__inner00__aug03,20260704_230631_iep9zz__outer00__inner00__aug03,20260704_230631_iep9zz,user1,অ,train,0,0,195.0,2.0,0.99514,0.705046,0.701619,1.411454,0.151418,-0.088776,0.262196,0.216643,0.077027,-0.227272,0.044086,0.35893,-0.032941,0.586202,4.749519,0.587127,0.123618,1.0,0.994872,1.0,0.010363,0.024482,0.022723,0.000603,0.267956,0.020663,0.01257,0.030826,0.023221,0.014501,0.000603,0.070345,0.020534,0.012559,0.030657,0.001364,0.023872,-0.047663,0.219089,0.000601,-0.010593,0.01226,1.016261,0.769645,0.000189,3.05839,0.828776,0.394689,1.488512,97.5,96.5,1.0,194.0,97.5,49.25,145.75,0.001067,0.019164,-0.054142,0.067466,0.001419,-0.011309,0.012126,0.002405,0.019174,-0.055091,0.068602,0.003129,-0.008289,0.013157,0.137613,0.680574,-0.985261,0.999935,0.270378,-0.547312,0.811165,0.060201,0.717118,-0.99971,1.0,0.122885,-0.606492,0.803742,-0.006564,0.671757,-0.997834,0.999997,-0.014477,-0.661382,0.581037,0.441465,0.594818,-0.996539,1.0,0.69326,0.084261,0.932733,0.989744,0.100753,0.0,1.0,1.0,1.0,1.0,0.010256,0.100753,0.0,1.0,0.0,0.0,0.0
20260709_222041_giojuy__outer00__inner00__aug01,20260709_222041_giojuy__outer00__inner00__aug01,20260709_222041_giojuy,user1,অ,train,0,0,135.0,7.0,0.932151,0.789679,0.7361,1.180418,0.123956,-0.019749,0.280469,0.26546,-0.167782,-0.146103,0.317427,-0.19602,0.485209,-0.049917,6.887634,0.48777,0.070818,6.0,0.637037,2.0,0.007812,0.0514,0.088266,0.001611,0.806364,0.029261,0.015791,0.052399,0.03772,0.034673,0.001611,0.195937,0.027246,0.015502,0.049907,-0.001513,0.104631,-0.715155,0.610427,0.001311,-0.01353,0.015246,0.880816,0.833877,8.6e-05,3.131914,0.551192,0.231265,1.37811,19.285714,27.983231,1.0,86.0,7.0,3.0,17.5,0.00678,0.030287,-0.169285,0.109151,0.00413,-0.005833,0.01994,0.002128,0.039001,-0.085077,0.19395,0.0,-0.014374,0.018088,0.030301,0.716672,-0.999888,0.999571,0.0,-0.703244,0.797929,0.307621,0.625165,-0.999703,1.0,0.459905,-0.192299,0.911369,0.015119,0.553519,-0.998786,0.998006,0.0,-0.3538,0.449948,0.585327,0.592267,-0.996627,1.0,0.894374,0.372845,0.987194,0.948148,0.221728,0.0,1.0,1.0,1.0,1.0,0.051852,0.221728,0.0,1.0,0.0,0.0,0.0
20260709_222041_giojuy__outer00__inner00__aug02,20260709_222041_giojuy__outer00__inner00__aug02,20260709_222041_giojuy,user1,অ,train,0,0,172.0,8.0,0.951007,0.834835,0.793934,1.139156,0.155104,-0.007819,0.293698,0.273766,-0.135958,-0.126131,0.359518,-0.158695,0.495476,-0.032564,7.273328,0.496545,0.068269,7.0,0.627907,3.0,0.0,0.042534,0.078796,0.002393,0.808968,0.023598,0.012456,0.043,0.031846,0.029773,0.002393,0.160054,0.022679,0.012293,0.039576,-0.001099,0.095794,-0.736192,0.654574,-0.000524,-0.012071,0.012567,1.004407,0.923015,0.005937,3.133521,0.566596,0.250297,1.626742,21.5,33.874769,1.0,108.0,7.0,1.0,23.25,0.00552,0.026011,-0.116291,0.097157,0.003432,-0.005306,0.018884,0.002163,0.033174,-0.102583,0.158815,9.6e-05,-0.008745,0.014285,0.046309,0.710784,-0.999989,0.999563,0.002357,-0.654967,0.7293,0.258091,0.65271,-0.999864,1.0,0.38819,-0.253377,0.887138,-0.0075,0.557276,-0.999991,0.99981,0.0,-0.395791,0.390837,0.47443,0.681399,-0.999967,1.0,0.88546,0.111253,0.979688,0.953488,0.21059,0.0,1.0,1.0,1.0,1.0,0.046512,0.21059,0.0,1.0,0.0,0.0,0.0
20260709_222041_giojuy__outer00__inner00__aug03,20260709_222041_giojuy__outer00__inner00__aug03,20260709_222041_giojuy,user1,অ,train,0,0,149.0,8.0,1.010041,0.844166,0.852642,1.196496,0.088441,-0.042453,0.306257,0.284567,-0.224792,-0.156795,0.293921,-0.206387,0.518713,-0.049592,7.272601,0.521078,0.071649,7.0,0.624161,3.0,0.007092,0.049139,0.08946,0.0013,0.840531,0.025137,0.01164,0.049296,0.036405,0.038727,0.0013,0.224171,0.024374,0.011528,0.046804,-0.0013,0.108544,-0.789525,0.662225,-0.000345,-0.013546,0.013791,0.865846,0.824454,0.003797,3.040171,0.559788,0.239091,1.251191,18.625,29.085811,1.0,93.0,6.5,1.0,19.5,0.006919,0.032351,-0.186414,0.12071,0.002811,-0.006502,0.018577,0.001909,0.039691,-0.215374,0.176891,0.000531,-0.010248,0.012297,0.038112,0.700197,-0.999939,0.998069,0.09947,-0.698067,0.704322,0.23752,0.672203,-0.994168,1.0,0.374306,-0.389948,0.914367,0.015732,0.549492,-0.996789,0.999997,0.0,-0.359774,0.456032,0.578132,0.602971,-0.994861,1.0,0.86248,0.48536,0.98416,0.946309,0.225407,0.0,1.0,1.0,1.0,1.0,0.053691,0.225407,0.0,1.0,0.0,0.0,0.0
20260704_230720_4nlmlz__outer00__inner00__aug01,20260704_230720_4nlmlz__outer00__inner00__aug01,20260704_230720_4nlmlz,user1,আ,train,0,0,167.0,5.0,0.872929,0.829677,0.724249,1.052131,0.169168,-0.13627,0.25418,0.241831,-0.368168,-0.347081,0.141073,0.289942,0.509241,0.637023,6.592048,0.815552,0.123718,4.0,0.42515,1.0,0.006173,0.039711,0.041124,0.001694,0.391369,0.030893,0.015508,0.048139,0.036077,0.027501,0.001694,0.154416,0.02929,0.015233,0.046985,0.001123,0.04381,-0.277699,0.300376,0.000428,-0.012758,0.012993,0.595581,0.674922,0.002164,2.983256,0.352114,0.13104,0.772515,33.4,27.861084,1.0,71.0,30.0,6.0,59.0,0.002943,0.027869,-0.075047,0.15004,0.002309,-0.007579,0.009989,0.003464,0.034625,-0.153976,0.094347,0.004672,-0.010981,0.021227,0.123108,0.761858,-0.999988,0.999745,0.163201,-0.72931,0.902394,0.113186,0.625784,-0.999141,1.0,0.139096,-0.280478,0.589947,0.054517,0.470964,-0.99594,0.997105,0.02875,-0.221068,0.346298,0.731654,0.4898,-0.987491,1.0,0.951497,0.729145,0.995596,0.97006,0.170422,0.0,1.0,1.0,1.0,1.0,0.02994,0.170422,0.0,1.0,0.0,0.0,0.0
20260704_230720_4nlmlz__outer00__inner00__aug02,20260704_230720_4nlmlz__outer00__inner00__aug02,20260704_230720_4nlmlz,user1,আ,train,0,0,217.0,5.0,1.043833,0.864631,0.90253,1.207258,0.092282,-0.17742,0.280277,0.240867,-0.519425,-0.306646,0.140088,0.284514,0.659513,0.59116,7.95018,0.885679,0.111404,4.0,0.43318,1.0,0.009434,0.036806,0.035924,0.001367,0.414139,0.030322,0.018569,0.045693,0.033705,0.021107,0.001367,0.11695,0.029849,0.01843,0.044652,0.000818,0.041934,-0.375953,0.323204,-0.000246,-0.011663,0.013464,1.02332,0.872165,0.000478,3.120188,0.749365,0.307306,1.504732,43.4,37.430469,1.0,94.0,36.0,7.0,79.0,0.002861,0.025703,-0.087811,0.080776,0.001244,-0.011632,0.015957,0.00276,0.029472,-0.079667,0.109303,0.000965,-0.012959,0.021399,0.080484,0.734124,-0.999999,0.999908,0.049344,-0.675326,0.849399,0.093541,0.667708,-0.999998,1.0,0.106063,-0.461071,0.737334,0.022908,0.608283,-0.999996,0.999999,0.0,-0.503725,0.50574,0.436794,0.662328,-0.999771,1.0,0.76977,0.087595,0.973225,0.976959,0.150035,0.0,1.0,1.0,1.0,1.0,0.023041,0.150035,0.0,1.0,0.0,0.0,0.0
20260704_230720_4nlmlz__outer00__inner00__aug03,20260704_230720_4nlmlz__outer00__inner00__aug03,20260704_230720_4nlmlz,user1,আ,train,0,0,225.0,5.0,0.977003,0.8832,0.862889,1.106208,0.181641,-0.123485,0.279232,0.249768,-0.409089,-0.310487,0.187041,0.327811,0.59613,0.638298,7.517284,0.873382,0.116183,4.0,0.448889,1.0,0.004545,0.033559,0.035169,0.000577,0.405687,0.025982,0.015236,0.042123,0.030542,0.020758,0.000577,0.111086,0.02548,0.014972,0.040865,0.000836,0.041893,-0.348415,0.325689,0.000126,-0.012677,0.01099,0.871461,0.815687,0.001608,3.122275,0.575382,0.246371,1.367073,45.0,39.334463,1.0,101.0,37.0,7.0,79.0,0.002636,0.022665,-0.066488,0.078391,0.000737,-0.008956,0.012228,0.002584,0.028392,-0.065929,0.110985,0.000963,-0.011509,0.016976,0.049514,0.749501,-0.999974,0.999984,0.036448,-0.777112,0.813519,0.091859,0.653726,-0.99989,1.0,0.082071,-0.412721,0.733388,0.011528,0.576298,-0.999969,0.999654,0.0,-0.442552,0.447063,0.539932,0.613368,-0.999814,1.0,0.860332,0.240855,0.977645,0.977778,0.147406,0.0,1.0,1.0,1.0,1.0,0.022222,0.147406,0.0,1.0,0.0,0.0,0.0
20260704_230748_cofjqd__outer00__inner00__aug01,20260704_230748_cofjqd__outer00__inner00__aug01,20260704_230748_cofjqd,user1,আ,train,0,0,209.0,2.0,0.912619,0.582006,0.53115,1.568058,0.014172,-0.049406,0.254981,0.192104,-0.225682,-0.185273,0.419144,0.27799,0.644826,0.463263,4.815398,0.793986,0.164885,1.0,0.794258,0.0,0.014493,0.023151,0.035246,0.000697,0.491489,0.018235,0.010452,0.028654,0.020888,0.013549,0.000697,0.070286,0.018208,0.010407,0.028614,2.9e-05,0.047959,-0.482346,0.431737,0.00075,-0.01012,0.009837,0.900849,0.834346,0.008819,3.071182,0.620868,0.254852,1.367038,104.5,61.5,43.0,166.0,104.5,73.75,135.25,0.001545,0.015098,-0.040122,0.061204,0.000489,-0.007282,0.00945,0.003994,0.019174,-0.053974,0.069275,0.00254,-0.007904,0.013109,0.120793,0.728652,-0.999735,0.999979,0.250862,-0.6624,0.895716,0.044718,0.672663,-0.997619,1.0,0.048734,-0.599231,0.67745,0.043148,0.579167,-0.999829,0.999916,0.020572,-0.399697,0.524853,0.529248,0.618546,-0.997524,1.0,0.818819,0.243638,0.970874,0.990431,0.097354,0.0,1.0,1.0,1.0,1.0,0.009569,0.097354,0.0,1.0,0.0,0.0,0.0
