sample_id,augmented_sample_id,source_sample_id,user_id,label,role,outer_fold_id,inner_fold_id,num_points,num_strokes,bbox_width,bbox_height,bbox_area,bbox_aspect,centroid_x,centroid_y,std_x,std_y,start_x,start_y,end_x,end_y,delta_x,delta_y,path_length,straight_line_distance,straightness,stroke_transition_count,longest_stroke_ratio,single_point_strokes,dwell_step_ratio,step_mean,step_std,step_min,step_max,step_median,step_q25,step_q75,same_stroke_step_mean,same_stroke_step_std,same_stroke_step_min,same_stroke_step_max,same_stroke_step_median,same_stroke_step_q25,same_stroke_step_q75,acceleration_mean,acceleration_std,acceleration_min,acceleration_max,acceleration_median,acceleration_q25,acceleration_q75,curvature_mean,curvature_std,curvature_min,curvature_max,curvature_median,curvature_q25,curvature_q75,stroke_duration_points_mean,stroke_duration_points_std,stroke_duration_points_min,stroke_duration_points_max,stroke_duration_points_median,stroke_duration_points_q25,stroke_duration_points_q75,feature8d_0_mean,feature8d_0_std,feature8d_0_min,feature8d_0_max,feature8d_0_median,feature8d_0_q25,feature8d_0_q75,feature8d_1_mean,feature8d_1_std,feature8d_1_min,feature8d_1_max,feature8d_1_median,feature8d_1_q25,feature8d_1_q75,feature8d_2_mean,feature8d_2_std,feature8d_2_min,feature8d_2_max,feature8d_2_median,feature8d_2_q25,feature8d_2_q75,feature8d_3_mean,feature8d_3_std,feature8d_3_min,feature8d_3_max,feature8d_3_median,feature8d_3_q25,feature8d_3_q75,feature8d_4_mean,feature8d_4_std,feature8d_4_min,feature8d_4_max,feature8d_4_median,feature8d_4_q25,feature8d_4_q75,feature8d_5_mean,feature8d_5_std,feature8d_5_min,feature8d_5_max,feature8d_5_median,feature8d_5_q25,feature8d_5_q75,feature8d_6_mean,feature8d_6_std,feature8d_6_min,feature8d_6_max,feature8d_6_median,feature8d_6_q25,feature8d_6_q75,feature8d_7_mean,feature8d_7_std,feature8d_7_min,feature8d_7_max,feature8d_7_median,feature8d_7_q25,feature8d_7_q75
20260705_211324_69n6hy__outer03__inner02__aug02,20260705_211324_69n6hy__outer03__inner02__aug02,20260705_211324_69n6hy,user1,ই,train,3,2,252.0,10.0,0.947063,0.930266,0.881021,1.018056,0.047314,-0.008671,0.233866,0.279617,0.01795,-0.147799,0.38099,-0.124451,0.36304,0.023348,6.247412,0.36379,0.058231,9.0,0.678571,3.0,0.008264,0.02489,0.017295,0.000351,0.137694,0.021581,0.013958,0.03057,0.023584,0.014858,0.000351,0.137694,0.021025,0.013818,0.030094,0.000163,0.023854,-0.104095,0.131243,-0.00043,-0.010338,0.012827,1.267061,0.914132,0.01267,3.116152,1.088752,0.444117,2.032338,25.2,51.543768,1.0,171.0,3.0,1.25,5.5,0.000126,0.020976,-0.066335,0.137565,0.0,-0.011014,0.012174,-0.000477,0.01749,-0.054833,0.061183,0.0,-0.011833,0.010755,-0.003292,0.684158,-0.999951,0.999999,0.0,-0.687492,0.645235,0.019637,0.729062,-0.99986,1.0,0.002648,-0.67034,0.806585,-0.05143,0.642684,-0.999955,0.999304,0.0,-0.662602,0.489425,0.282839,0.710151,-0.999676,1.0,0.573959,-0.391691,0.934098,0.960317,0.195212,0.0,1.0,1.0,1.0,1.0,0.039683,0.195212,0.0,1.0,0.0,0.0,0.0
20260705_211324_69n6hy__outer03__inner02__aug03,20260705_211324_69n6hy__outer03__inner02__aug03,20260705_211324_69n6hy,user1,ই,train,3,2,246.0,10.0,0.896275,0.881193,0.789791,1.017115,0.102359,-0.074937,0.219119,0.266199,0.083993,-0.196793,0.420176,-0.192198,0.336183,0.004595,5.447394,0.336214,0.06172,9.0,0.691057,3.0,0.004237,0.022234,0.015318,0.00194,0.11109,0.018877,0.012076,0.028502,0.021066,0.012751,0.00194,0.096558,0.018337,0.012022,0.026659,0.000182,0.019517,-0.078628,0.076222,-0.000701,-0.009244,0.01026,1.131328,0.904502,0.011905,3.13769,0.869919,0.392293,1.818474,24.6,50.947424,1.0,170.0,3.0,1.25,6.0,0.000297,0.018563,-0.096415,0.057073,0.0,-0.009939,0.011408,-0.000753,0.015377,-0.056988,0.053297,-0.00031,-0.009802,0.008205,-0.024906,0.655483,-0.999235,0.999992,-0.016782,-0.625378,0.560249,0.039696,0.753755,-0.999986,1.0,0.075773,-0.763464,0.837733,-0.017786,0.613382,-0.999994,0.999925,0.0,-0.539791,0.443083,0.385741,0.688949,-0.999992,1.0,0.748088,-0.167579,0.962074,0.95935,0.197479,0.0,1.0,1.0,1.0,1.0,0.04065,0.197479,0.0,1.0,0.0,0.0,0.0
20260705_213721_6edrqn__outer03__inner02__aug01,20260705_213721_6edrqn__outer03__inner02__aug01,20260705_213721_6edrqn,user1,ঈ,train,3,2,189.0,3.0,1.091224,0.903842,0.986294,1.207317,0.142609,-0.070285,0.283886,0.259527,0.023168,-0.163557,0.32545,-0.272189,0.302282,-0.108632,6.280938,0.321209,0.05114,2.0,0.597884,0.0,0.010753,0.033409,0.056068,0.00164,0.75347,0.025673,0.015668,0.039605,0.02896,0.017548,0.00164,0.106899,0.025438,0.015558,0.038059,0.000491,0.079236,-0.717204,0.740204,0.000566,-0.011666,0.014437,0.824416,0.752556,0.002779,3.063381,0.591613,0.260606,1.137259,63.0,35.355339,38.0,113.0,38.0,38.0,75.5,0.003987,0.024381,-0.105525,0.089709,0.002373,-0.00761,0.017073,0.001875,0.022683,-0.055009,0.059518,0.001258,-0.010858,0.016466,0.068347,0.718666,-0.999996,1.0,0.102566,-0.696589,0.823677,0.128503,0.679952,-0.99979,1.0,0.232725,-0.478726,0.789145,0.027637,0.587543,-0.999414,0.999793,0.0,-0.472828,0.508789,0.579812,0.56378,-0.99693,1.0,0.847911,0.420294,0.974371,0.984127,0.124984,0.0,1.0,1.0,1.0,1.0,0.015873,0.124984,0.0,1.0,0.0,0.0,0.0
20260705_213721_6edrqn__outer03__inner02__aug02,20260705_213721_6edrqn__outer03__inner02__aug02,20260705_213721_6edrqn,user1,ঈ,train,3,2,205.0,3.0,1.116539,0.898808,1.003554,1.242244,0.09307,-0.062327,0.299088,0.262497,-0.025204,-0.146637,0.309349,-0.25291,0.334553,-0.106273,6.233187,0.351027,0.056316,2.0,0.590244,0.0,0.00495,0.030555,0.055501,0.000236,0.779276,0.025392,0.014846,0.034081,0.026249,0.015638,0.000236,0.075906,0.025268,0.014821,0.033383,0.000265,0.078414,-0.745342,0.771356,0.000823,-0.011275,0.011447,0.748691,0.749712,0.007559,3.084841,0.532769,0.19346,0.997699,68.333333,37.240957,42.0,121.0,42.0,42.0,81.5,0.003862,0.021738,-0.075493,0.063932,0.003121,-0.005588,0.015582,0.001739,0.020723,-0.062179,0.058604,0.000811,-0.008961,0.015619,0.088148,0.712109,-0.999868,0.999914,0.104192,-0.641476,0.838184,0.177441,0.673532,-1.0,1.0,0.221445,-0.363799,0.866356,-0.010438,0.545251,-0.997708,0.991769,0.0,-0.472908,0.385303,0.632226,0.550347,-0.998388,1.0,0.8729,0.581135,0.986266,0.985366,0.120083,0.0,1.0,1.0,1.0,1.0,0.014634,0.120083,0.0,1.0,0.0,0.0,0.0
20260705_213721_6edrqn__outer03__inner02__aug03,20260705_213721_6edrqn__outer03__inner02__aug03,20260705_213721_6edrqn,user1,ঈ,train,3,2,215.0,3.0,0.886252,0.86496,0.766573,1.024616,0.092982,-0.064421,0.238885,0.25221,-0.002179,-0.157868,0.296339,-0.207469,0.298518,-0.049601,6.127585,0.302611,0.049385,2.0,0.595349,0.0,0.0,0.028634,0.048104,0.003184,0.691423,0.022688,0.014312,0.034106,0.025071,0.014514,0.003184,0.068754,0.022448,0.014093,0.033624,0.000179,0.066009,-0.640227,0.651076,-0.000959,-0.012185,0.012238,1.108643,0.826454,0.009399,3.099325,0.943275,0.43938,1.697988,71.666667,39.835774,43.0,128.0,44.0,43.5,86.0,0.003016,0.020674,-0.068366,0.066803,0.004787,-0.008316,0.01419,0.002007,0.019671,-0.05321,0.04754,0.001774,-0.010529,0.015986,0.073778,0.700626,-0.999853,0.999999,0.086672,-0.605389,0.798723,0.161672,0.691044,-0.999998,1.0,0.268861,-0.443359,0.858437,0.006188,0.672844,-0.998961,0.999957,0.0,-0.611452,0.6792,0.378103,0.63583,-0.999106,1.0,0.612946,-0.107619,0.92498,0.986047,0.117298,0.0,1.0,1.0,1.0,1.0,0.013953,0.117298,0.0,1.0,0.0,0.0,0.0
20260705_213804_scynf9__outer03__inner02__aug01,20260705_213804_scynf9__outer03__inner02__aug01,20260705_213804_scynf9,user1,ঈ,train,3,2,165.0,4.0,0.967307,0.908313,0.878618,1.064949,0.098048,-0.048364,0.226923,0.262765,-0.151237,0.033741,-0.276183,-0.165994,-0.124946,-0.199735,5.328607,0.235596,0.044213,3.0,0.733333,2.0,0.0,0.032492,0.04509,0.0022,0.371428,0.022173,0.014888,0.037613,0.026925,0.018991,0.0022,0.176541,0.021953,0.014837,0.03749,-0.000763,0.047888,-0.332335,0.29897,-0.001664,-0.014075,0.014633,0.908788,0.762205,0.007693,3.100322,0.775887,0.271181,1.288073,41.25,48.991708,1.0,121.0,21.5,1.0,61.75,0.000728,0.02232,-0.082461,0.047753,0.001475,-0.012136,0.014137,0.003907,0.023352,-0.050483,0.172966,0.003266,-0.008304,0.014745,0.110433,0.682548,-1.0,0.999883,0.218626,-0.478147,0.773068,0.080845,0.717912,-0.999636,1.0,0.15657,-0.647419,0.800824,0.032687,0.628396,-0.999924,0.999857,0.0,-0.48739,0.589844,0.530061,0.568406,-0.999148,1.0,0.744471,0.280504,0.972831,0.975758,0.153801,0.0,1.0,1.0,1.0,1.0,0.024242,0.153801,0.0,1.0,0.0,0.0,0.0
20260705_213804_scynf9__outer03__inner02__aug02,20260705_213804_scynf9__outer03__inner02__aug02,20260705_213804_scynf9,user1,ঈ,train,3,2,232.0,4.0,0.805466,0.956452,0.77039,0.842139,0.099586,0.042777,0.197546,0.270374,-0.15025,0.083055,-0.235621,-0.117514,-0.085371,-0.200569,5.214079,0.217982,0.041806,3.0,0.741379,2.0,0.004386,0.022572,0.037361,0.000505,0.342323,0.015638,0.009579,0.022423,0.018691,0.01571,0.000505,0.149064,0.015627,0.009541,0.022054,-0.000586,0.039238,-0.321931,0.32027,0.000326,-0.007449,0.008186,1.002626,0.801256,0.011334,3.114058,0.79163,0.322914,1.464916,58.0,69.810458,1.0,172.0,29.5,1.0,86.5,0.000143,0.016996,-0.090489,0.037807,0.001564,-0.0077,0.01018,0.002665,0.017027,-0.065107,0.148975,0.002632,-0.006821,0.010325,0.104352,0.705271,-0.999999,0.999998,0.20652,-0.592907,0.782252,0.110279,0.692489,-0.998089,1.0,0.191005,-0.550145,0.793444,0.02415,0.652246,-0.999997,0.99992,0.0,-0.547183,0.648834,0.451846,0.608133,-0.999622,1.0,0.716959,0.12444,0.952616,0.982759,0.13017,0.0,1.0,1.0,1.0,1.0,0.017241,0.13017,0.0,1.0,0.0,0.0,0.0
20260705_213804_scynf9__outer03__inner02__aug03,20260705_213804_scynf9__outer03__inner02__aug03,20260705_213804_scynf9,user1,ঈ,train,3,2,257.0,4.0,0.856187,0.942651,0.807086,0.908276,0.12313,0.027992,0.209641,0.275032,-0.133571,0.076268,-0.22166,-0.131675,-0.088089,-0.207943,5.012016,0.225832,0.045058,3.0,0.7393,2.0,0.019763,0.019578,0.0359,0.000774,0.359231,0.012915,0.008833,0.02059,0.015925,0.012555,0.000774,0.143687,0.012906,0.008832,0.020025,-0.000605,0.036966,-0.33819,0.321783,-0.000282,-0.005867,0.006565,0.717717,0.64849,0.003395,3.123527,0.554557,0.247384,0.920777,64.25,77.160142,1.0,190.0,33.0,1.0,96.25,0.000288,0.013821,-0.051542,0.039898,0.001468,-0.004966,0.009685,0.002455,0.014411,-0.038153,0.143571,0.002276,-0.005695,0.009754,0.113526,0.687834,-1.0,0.999991,0.233783,-0.512347,0.792874,0.122494,0.706393,-0.999997,1.0,0.215565,-0.577709,0.848922,-0.003853,0.573801,-0.999293,0.999894,0.0034,-0.50615,0.467335,0.668151,0.473615,-0.999835,1.0,0.855698,0.614445,0.975363,0.984436,0.123782,0.0,1.0,1.0,1.0,1.0,0.015564,0.123782,0.0,1.0,0.0,0.0,0.0
20260705_213852_tuebtl__outer03__inner02__aug01,20260705_213852_tuebtl__outer03__inner02__aug01,20260705_213852_tuebtl,user1,ঈ,train,3,2,254.0,2.0,0.686934,0.933361,0.641157,0.735979,0.078073,0.109857,0.188625,0.286734,-0.033052,-0.067542,-0.263558,-0.167386,-0.230506,-0.099844,6.525093,0.251201,0.038498,1.0,0.677165,0.0,0.0,0.025791,0.047773,0.002075,0.732764,0.019732,0.011445,0.029612,0.022985,0.017323,0.002075,0.127378,0.01965,0.011425,0.029355,0.00029,0.064532,-0.674637,0.700087,0.000195,-0.011745,0.011102,1.171008,0.90593,0.016662,3.120152,0.973736,0.39777,1.813886,127.0,45.0,82.0,172.0,127.0,104.5,149.5,0.000489,0.022772,-0.121128,0.083162,0.00128,-0.01052,0.013558,0.002131,0.017279,-0.05387,0.091596,0.001469,-0.007416,0.01356,0.086478,0.678386,-0.999992,0.999906,0.056095,-0.534854,0.787841,0.06276,0.726894,-0.99982,1.0,0.163474,-0.689088,0.806686,-0.016652,0.648878,-0.999977,0.999987,0.008318,-0.538206,0.520188,0.315962,0.691988,-0.999769,1.0,0.565559,-0.236891,0.927609,0.992126,0.088386,0.0,1.0,1.0,1.0,1.0,0.007874,0.088386,0.0,1.0,0.0,0.0,0.0
20260705_213852_tuebtl__outer03__inner02__aug02,20260705_213852_tuebtl__outer03__inner02__aug02,20260705_213852_tuebtl,user1,ঈ,train,3,2,330.0,2.0,0.779084,0.961218,0.74887,0.810517,0.128056,0.065795,0.2163,0.286517,-0.003475,-0.099626,-0.278574,-0.186641,-0.275099,-0.087015,6.810424,0.288533,0.042366,1.0,0.666667,0.0,0.009146,0.0207,0.041038,0.001097,0.725435,0.01516,0.009646,0.024021,0.018552,0.013057,0.001097,0.073242,0.01516,0.009617,0.023913,0.0002,0.055298,-0.658953,0.706303,-0.000185,-0.007453,0.006978,1.219784,0.964338,0.001231,3.127644,0.939478,0.426133,2.048364,165.0,55.0,110.0,220.0,165.0,137.5,192.5,0.000516,0.017435,-0.066631,0.053898,0.001179,-0.008388,0.01079,0.001471,0.014321,-0.064895,0.072926,0.000931,-0.006057,0.009221,0.08603,0.648967,-0.999739,0.999094,0.087171,-0.434726,0.730241,0.06948,0.752737,-0.999998,1.0,0.149164,-0.719772,0.861524,0.007847,0.624789,-0.999998,0.999995,0.004752,-0.540655,0.558145,0.280153,0.72876,-0.999903,1.0,0.591666,-0.458014,0.912584,0.993939,0.077614,0.0,1.0,1.0,1.0,1.0,0.006061,0.077614,0.0,1.0,0.0,0.0,0.0
20260705_213852_tuebtl__outer03__inner02__aug03,20260705_213852_tuebtl__outer03__inner02__aug03,20260705_213852_tuebtl,user1,ঈ,train,3,2,274.0,2.0,0.853389,0.9356,0.798431,0.91213,0.11934,-0.008464,0.233893,0.282669,-0.033594,-0.179925,-0.316956,-0.230942,-0.283362,-0.051017,6.564778,0.287918,0.043858,1.0,0.675182,0.0,0.022059,0.024047,0.046175,0.00095,0.726161,0.016624,0.009355,0.028141,0.021466,0.017915,0.00095,0.096305,0.016552,0.009346,0.027926,0.000297,0.060075,-0.64059,0.669995,-0.00103,-0.01007,0.010859,1.091912,0.893097,0.013015,3.118515,0.799827,0.301374,1.788219,137.0,48.0,89.0,185.0,137.0,113.0,161.0,0.000707,0.022065,-0.091417,0.06963,0.002448,-0.007348,0.010685,0.001812,0.016892,-0.07982,0.089234,0.00195,-0.00583,0.009632,0.116583,0.659345,-0.999568,0.999998,0.190333,-0.461637,0.741871,0.108167,0.734828,-0.999614,1.0,0.234885,-0.66295,0.85614,-0.067399,0.624496,-0.999999,0.999864,-0.151628,-0.601002,0.493672,0.364618,0.687398,-0.999735,1.0,0.716388,-0.199792,0.961774,0.992701,0.085123,0.0,1.0,1.0,1.0,1.0,0.007299,0.085123,0.0,1.0,0.0,0.0,0.0
20260705_213943_7qqvt7__outer03__inner02__aug01,20260705_213943_7qqvt7__outer03__inner02__aug01,20260705_213943_7qqvt7,user1,ঈ,train,3,2,181.0,1.0,0.86043,1.096826,0.943742,0.784473,0.03503,-0.001566,0.210978,0.307875,-0.045052,-0.181146,0.402273,0.44699,0.447325,0.628136,4.959998,0.771138,0.155472,0.0,1.0,0.0,0.0,0.027556,0.018813,0.002477,0.106443,0.021324,0.014285,0.036877,0.027556,0.018813,0.002477,0.106443,0.021324,0.014285,0.036877,-3e-06,0.024716,-0.082644,0.085081,0.000603,-0.011494,0.01178,1.155927,0.846707,0.011219,3.091512,1.018212,0.502139,1.703147,181.0,0.0,181.0,181.0,181.0,181.0,181.0,0.002471,0.020485,-0.064183,0.061096,0.001966,-0.009764,0.015215,0.00347,0.025871,-0.077124,0.106287,0.002033,-0.010159,0.01622,0.079972,0.703729,-0.999926,0.999869,0.153104,-0.595175,0.772982,0.094028,0.699664,-0.999998,1.0,0.082511,-0.602779,0.775016,0.001155,0.677287,-0.999999,0.999819,-0.018662,-0.621702,0.664117,0.335886,0.654569,-0.998753,1.0,0.557074,-0.12321,0.884738,0.994475,0.074124,0.0,1.0,1.0,1.0,1.0,0.005525,0.074124,0.0,1.0,0.0,0.0,0.0
20260705_213943_7qqvt7__outer03__inner02__aug02,20260705_213943_7qqvt7__outer03__inner02__aug02,20260705_213943_7qqvt7,user1,ঈ,train,3,2,186.0,1.0,0.732561,0.903006,0.661507,0.811247,0.045815,0.046216,0.186386,0.256488,-0.028786,-0.091107,0.365095,0.421399,0.393881,0.512506,4.025014,0.646378,0.16059,0.0,1.0,0.0,0.0,0.021757,0.01436,0.002438,0.074503,0.018336,0.011066,0.029254,0.021757,0.01436,0.002438,0.074503,0.018336,0.011066,0.029254,-3.6e-05,0.017853,-0.061061,0.066375,-0.000373,-0.010465,0.009475,1.027636,0.877177,0.005257,3.113432,0.743121,0.290685,1.503791,186.0,0.0,186.0,186.0,186.0,186.0,186.0,0.002118,0.015997,-0.052132,0.047929,0.001697,-0.007772,0.011592,0.002755,0.020198,-0.06809,0.071418,0.003073,-0.009163,0.015084,0.115785,0.724351,-0.99968,0.999638,0.271506,-0.583606,0.803673,0.068001,0.676229,-0.997865,1.0,0.157289,-0.611719,0.72493,0.004217,0.616295,-0.999816,0.9995,-0.015129,-0.504837,0.537875,0.424253,0.663454,-0.999603,1.0,0.745334,0.0782,0.960709,0.994624,0.073126,0.0,1.0,1.0,1.0,1.0,0.005376,0.073126,0.0,1.0,0.0,0.0,0.0
